Transaction ID,Date,Amount,Account Number,Transaction Type,Suspicious Flag,Daily Transaction Count,Daily Transaction Volume,Monthly Transaction Count,Monthly Transaction Volume,Previous Alert,Geolocation,MCC,Customer Age,Device ID,Transaction Channel,Risk Score
TRX0392,2024-02-29,336.09,8888999900,IMPS,0,2,2090.76,18,36755.09,0,"51.5074,-0.1278",,58,DEV303,Branch,10
TRX0393,2024-01-01,198.38,8888999900,NEFT,0,2,299.56,20,35483.70,0,"34.0522,-118.2437",,35,DEV303,Online,10
TRX0394,2024-02-15,443.72,1234567890,DUTF,0,1,443.72,17,19708.47,1,"51.5074,-0.1278",,47,DEV123,Mobile,10
TRX0395,2024-03-21,1752.54,1234567890,DRTF,0,1,1752.54,18,36256.07,1,"51.5074,-0.1278",,61,DEV123,Online,10
TRX0396,2024-03-18,489.08,9876543210,CRTF,0,1,489.08,18,18761.90,0,"19.0760,72.8777",,62,DEV456,Online,10
TRX0397,2024-03-03,1493.99,8888999900,CUTF,0,2,9912.51,31,35102.16,1,"35.6762,139.6503",,51,DEV303,Branch,10
TRX0398,2024-02-12,5946.08,7777888899,SWIFT,0,1,5946.08,26,47230.58,1,"40.7128,-74.0060",,40,DEV101,Mobile,63
TRX0399,2024-02-29,1021.12,7777888899,DUTF,0,3,2213.06,27,48251.70,0,"19.0760,72.8777",,31,DEV101,Online,10
TRX0400,2024-01-17,298.64,5555666677,UPI,0,1,298.64,18,29542.58,1,"19.0760,72.8777",,40,DEV789,Online,10
TRX0401,2024-03-18,1497.91,8888999900,ACH,0,3,4901.86,32,36600.07,0,"34.0522,-118.2437",,34,DEV303,Mobile,10
TRX0402,2024-03-20,326.99,3333444455,DUTF,0,1,326.99,23,68723.97,0,"19.0760,72.8777",,55,DEV202,Branch,10
TRX0403,2024-03-15,287.89,9876543210,UPI,0,1,287.89,19,19049.79,0,"35.6762,139.6503",,28,DEV456,Branch,10
TRX0404,2024-02-04,1576.24,8888999900,DUTF,0,1,1576.24,19,38331.33,1,"40.7128,-74.0060",,37,DEV303,Online,20
TRX0405,2024-01-06,353.62,7777888899,IMPS,0,3,2962.24,26,49182.75,0,"19.0760,72.8777",,65,DEV101,Branch,10
TRX0406,2024-01-08,1556.61,3333444455,CRTF,0,2,6919.42,24,74994.14,0,"40.7128,-74.0060",,65,DEV202,ATM,10
TRX0407,2024-03-22,1343.35,7777888899,CRTF,0,1,1343.35,20,39818.95,1,"34.0522,-118.2437",,45,DEV101,Mobile,10
TRX0408,2024-03-06,838.35,7777888899,NEFT,0,3,3067.77,21,40657.30,1,"35.6762,139.6503",,63,DEV101,Branch,10
TRX0409,2024-03-19,315.72,7777888899,ACH,0,4,9739.69,22,40973.02,0,"40.7128,-74.0060",,40,DEV101,Branch,10
TRX0410,2024-02-29,398.69,5555666677,NEFT,0,1,398.69,25,60990.38,0,"40.7128,-74.0060",,31,DEV789,Branch,10
TRX0411,2024-03-12,1484.30,7777888899,NEFT,0,1,1484.30,23,42457.32,0,"34.0522,-118.2437",,50,DEV101,Mobile,22
TRX0412,2024-03-01,412.94,5555666677,UPI,0,1,412.94,26,31221.08,1,"40.7128,-74.0060",,45,DEV789,ATM,10
TRX0413,2024-02-22,389.72,9876543210,DRTF,0,2,1335.99,27,52205.57,0,"34.0522,-118.2437",,41,DEV456,ATM,10
TRX0414,2024-01-03,599.67,7777888899,CUTF,0,1,599.67,27,49782.42,1,"34.0522,-118.2437",,45,DEV101,Online,10
TRX0415,2024-02-19,245.12,1234567890,ACH,0,1,245.12,18,19953.59,1,"34.0522,-118.2437",,36,DEV123,Mobile,10
TRX0416,2024-01-22,365.58,1234567890,UPI,0,1,365.58,25,49891.44,1,"40.7128,-74.0060",,37,DEV123,Branch,10
TRX0417,2024-03-15,1081.00,3333444455,NEFT,0,2,2979.66,24,69804.97,1,"19.0760,72.8777",,58,DEV202,Online,10
TRX0418,2024-03-15,2087.45,3333444455,SWIFT,0,3,5067.11,25,71892.42,0,"51.5074,-0.1278",,28,DEV202,ATM,19
TRX0419,2024-03-20,1183.59,5555666677,CRTF,0,2,1538.59,27,32404.67,0,"51.5074,-0.1278",,39,DEV789,Online,11
TRX0420,2024-03-06,1661.34,3333444455,DUTF,0,2,3088.51,26,73553.76,0,"40.7128,-74.0060",,45,DEV202,Online,19
TRX0421,2024-01-03,1195.59,1234567890,CRTF,0,2,1210.64,26,51087.03,0,"40.7128,-74.0060",,54,DEV123,ATM,13
TRX0422,2024-03-01,224.17,1234567890,DUTF,0,1,224.17,19,36480.24,0,"35.6762,139.6503",,40,DEV123,Branch,10
TRX0423,2024-02-26,1767.63,3333444455,NEFT,0,2,3317.91,23,37971.80,0,"19.0760,72.8777",,45,DEV202,ATM,10
TRX0424,2024-03-21,861.29,9876543210,CUTF,0,2,1317.94,20,19911.08,0,"34.0522,-118.2437",,31,DEV456,Branch,16
TRX0425,2024-02-20,1574.71,3333444455,DRTF,0,3,9978.19,24,39546.51,0,"40.7128,-74.0060",,36,DEV202,Branch,19
TRX0426,2024-03-02,1166.02,8888999900,DRTF,0,2,1420.44,33,37766.09,0,"35.6762,139.6503",,60,DEV303,ATM,15
TRX0427,2024-01-16,532.52,8888999900,CUTF,0,3,11522.28,21,36016.22,0,"40.7128,-74.0060",,64,DEV303,ATM,13
TRX0428,2024-01-12,1502.55,3333444455,DUTF,0,3,1970.71,25,76496.69,1,"19.0760,72.8777",,34,DEV202,Online,10
TRX0429,2024-01-26,2806.70,7777888899,RTGS,0,1,2806.70,28,52589.12,0,"35.6762,139.6503",,64,DEV101,Branch,23
TRX0430,2024-01-08,738.65,3333444455,ACH,0,3,7658.07,26,77235.34,1,"35.6762,139.6503",,59,DEV202,Mobile,11
TRX0431,2024-03-28,440.10,8888999900,DUTF,0,1,440.10,34,38206.19,1,"34.0522,-118.2437",,39,DEV303,Branch,10
TRX0432,2024-01-19,1810.63,5555666677,CRTF,0,1,1810.63,19,31353.21,1,"34.0522,-118.2437",,50,DEV789,ATM,13
TRX0433,2024-02-10,3337.93,9876543210,RTGS,0,2,4235.53,28,55543.50,0,"34.0522,-118.2437",,46,DEV456,Online,36
TRX0434,2024-01-29,1039.49,3333444455,NEFT,0,2,1534.75,27,78274.83,1,"40.7128,-74.0060",,27,DEV202,Mobile,12
TRX0435,2024-02-19,94.99,7777888899,NEFT,0,2,935.08,28,48346.69,0,"34.0522,-118.2437",,56,DEV101,ATM,10
TRX0436,2024-01-11,372.56,5555666677,UPI,0,2,9096.94,20,31725.77,1,"34.0522,-118.2437",,33,DEV789,ATM,10
TRX0437,2024-02-17,882.87,7777888899,CUTF,0,1,882.87,29,49229.56,1,"51.5074,-0.1278",,45,DEV101,Online,10
TRX0438,2024-01-31,195.02,7777888899,IMPS,0,2,862.13,29,52784.14,1,"35.6762,139.6503",,49,DEV101,Mobile,10
TRX0439,2024-01-08,1945.57,1234567890,NEFT,0,2,2528.30,27,53032.60,1,"51.5074,-0.1278",,56,DEV123,Mobile,22
TRX0440,2024-03-12,487.23,5555666677,CRTF,0,3,2399.79,28,32891.90,0,"51.5074,-0.1278",,39,DEV789,Branch,10
TRX0441,2024-01-07,864.34,8888999900,CUTF,0,1,864.34,22,36880.56,1,"19.0760,72.8777",,61,DEV303,Mobile,13
TRX0442,2024-01-15,1515.91,3333444455,CRTF,0,3,13828.83,28,79790.74,0,"34.0522,-118.2437",,54,DEV202,Online,17
TRX0443,2024-01-13,160.63,1234567890,IMPS,0,3,1941.82,28,53193.23,0,"35.6762,139.6503",,58,DEV123,Branch,10
TRX0444,2024-02-07,5787.83,8888999900,SWIFT,0,1,5787.83,20,44119.16,1,"19.0760,72.8777",,54,DEV303,Mobile,62
TRX0445,2024-01-12,1813.69,7777888899,DRTF,0,2,2152.65,30,54597.83,1,"34.0522,-118.2437",,29,DEV101,Mobile,17
TRX0446,2024-01-18,338.71,5555666677,IMPS,0,2,1160.03,21,32064.48,0,"40.7128,-74.0060",,29,DEV789,Branch,10
TRX0447,2024-03-14,527.51,8888999900,DUTF,0,2,752.02,35,38733.70,0,"35.6762,139.6503",,50,DEV303,Online,10
TRX0448,2024-02-27,1494.58,8888999900,DUTF,0,1,1494.58,21,45613.74,0,"51.5074,-0.1278",,38,DEV303,ATM,10
TRX0449,2024-03-20,205.24,8888999900,IMPS,0,1,205.24,36,38938.94,1,"51.5074,-0.1278",,34,DEV303,Branch,10
TRX0450,2024-03-19,1999.21,1234567890,SWIFT,0,1,1999.21,20,38479.45,0,"34.0522,-118.2437",,55,DEV123,Branch,19
TRX0451,2024-03-10,1108.25,9876543210,DRTF,0,1,1108.25,21,21019.33,1,"40.7128,-74.0060",,53,DEV456,ATM,12
TRX0452,2024-03-17,1557.25,7777888899,CRTF,0,3,8382.09,24,44014.57,1,"51.5074,-0.1278",,31,DEV101,Branch,10
TRX0453,2024-02-29,1105.90,5555666677,DRTF,0,2,1504.59,26,62096.28,0,"19.0760,72.8777",,33,DEV789,ATM,15
TRX0454,2024-01-14,1473.45,1234567890,NEFT,0,1,1473.45,29,54666.68,1,"35.6762,139.6503",,57,DEV123,Online,18
TRX0455,2024-02-14,661.26,3333444455,DUTF,0,2,2260.34,25,40207.77,0,"51.5074,-0.1278",,47,DEV202,Online,13
TRX0456,2024-03-03,1729.70,9876543210,DRTF,0,1,1729.70,22,22749.03,0,"34.0522,-118.2437",,30,DEV456,ATM,24
TRX0457,2024-01-01,382.57,7777888899,UPI,0,1,382.57,31,54980.40,0,"34.0522,-118.2437",,38,DEV101,Mobile,13
TRX0458,2024-03-08,328.71,5555666677,UPI,0,1,328.71,29,33220.61,1,"51.5074,-0.1278",,62,DEV789,Branch,10
TRX0459,2024-01-31,1144.61,5555666677,ACH,0,1,1144.61,22,33209.09,1,"35.6762,139.6503",,40,DEV789,Branch,18
TRX0460,2024-03-27,410.74,9876543210,ACH,0,2,748.84,23,23159.77,0,"51.5074,-0.1278",,45,DEV456,Branch,10
TRX0461,2024-01-10,1497.62,3333444455,ACH,0,1,1497.62,29,81288.36,1,"40.7128,-74.0060",,63,DEV202,ATM,22
TRX0462,2024-03-22,103.49,8888999900,DRTF,0,2,305.64,37,39042.43,1,"34.0522,-118.2437",,63,DEV303,Online,10
TRX0463,2024-01-21,65.45,8888999900,UPI,0,1,65.45,23,36946.01,0,"34.0522,-118.2437",,62,DEV303,Mobile,10
TRX0464,2024-03-18,5043.99,5555666677,SWIFT,0,1,5043.99,30,38264.60,1,"40.7128,-74.0060",,51,DEV789,Online,57
TRX0465,2024-01-21,580.35,8888999900,ACH,0,2,645.80,24,37526.36,0,"34.0522,-118.2437",,31,DEV303,Branch,10
TRX0466,2024-03-07,1449.30,1234567890,DRTF,0,2,9505.30,21,39928.75,1,"40.7128,-74.0060",,51,DEV123,Mobile,20
TRX0467,2024-03-08,816.74,9876543210,NEFT,0,2,1053.24,24,23976.51,1,"34.0522,-118.2437",,59,DEV456,Mobile,10
TRX0468,2024-01-12,931.02,5555666677,DUTF,0,1,931.02,23,34140.11,1,"35.6762,139.6503",,49,DEV789,Branch,10
TRX0469,2024-02-05,8217.85,3333444455,SWIFT,1,1,8217.85,26,48425.62,0,"19.0760,72.8777",,54,DEV202,Mobile,88
TRX0470,2024-01-03,1351.56,1234567890,DUTF,0,3,2562.20,30,56018.24,0,"34.0522,-118.2437",,25,DEV123,Online,23
TRX0471,2024-02-26,1330.20,9876543210,CRTF,0,1,1330.20,29,56873.70,0,"35.6762,139.6503",,59,DEV456,Online,13
TRX0472,2024-01-09,1065.60,8888999900,DRTF,0,1,1065.60,25,38591.96,0,"35.6762,139.6503",,32,DEV303,Branch,10
TRX0473,2024-01-02,964.32,1234567890,CRTF,0,1,964.32,31,56982.56,1,"40.7128,-74.0060",,29,DEV123,Online,14
TRX0474,2024-02-09,1721.83,1234567890,DRTF,0,3,6196.20,19,21675.42,0,"40.7128,-74.0060",,51,DEV123,Online,14
TRX0475,2024-03-10,527.79,9876543210,CUTF,0,2,1636.04,25,24504.30,1,"51.5074,-0.1278",,56,DEV456,Online,10
TRX0476,2024-02-18,195.95,9876543210,CRTF,0,2,9035.03,30,57069.65,0,"34.0522,-118.2437",,39,DEV456,Mobile,10
TRX0477,2024-01-08,1987.64,8888999900,CRTF,0,1,1987.64,26,40579.60,0,"35.6762,139.6503",,46,DEV303,Branch,24
TRX0478,2024-03-18,747.39,3333444455,NEFT,0,2,7709.92,27,74301.15,1,"19.0760,72.8777",,29,DEV202,Branch,10
TRX0479,2024-01-08,1906.12,3333444455,DRTF,0,4,9564.19,30,83194.48,0,"19.0760,72.8777",,31,DEV202,Branch,17
TRX0480,2024-01-29,170.28,1234567890,ACH,0,2,793.63,32,57152.84,0,"35.6762,139.6503",,36,DEV123,Online,10
TRX0481,2024-01-04,9950.78,1234567890,RTGS,1,1,9950.78,33,67103.62,1,"35.6762,139.6503",,64,DEV123,Mobile,90
TRX0482,2024-02-14,836.35,9876543210,NEFT,0,1,836.35,31,57906.00,0,"40.7128,-74.0060",,36,DEV456,Mobile,16
TRX0483,2024-02-14,1042.40,7777888899,DUTF,0,3,1477.10,30,50271.96,0,"34.0522,-118.2437",,56,DEV101,ATM,14
TRX0484,2024-03-25,237.03,1234567890,IMPS,0,1,237.03,22,40165.78,0,"35.6762,139.6503",,46,DEV123,Mobile,10
TRX0485,2024-01-01,120.17,9876543210,IMPS,0,1,120.17,24,21917.97,0,"40.7128,-74.0060",,39,DEV456,ATM,10
TRX0486,2024-02-06,4267.09,3333444455,SWIFT,0,1,4267.09,27,52692.71,0,"51.5074,-0.1278",,28,DEV202,Branch,46
TRX0487,2024-01-19,173.19,5555666677,ACH,0,2,1983.82,24,34313.30,1,"34.0522,-118.2437",,30,DEV789,Branch,10
TRX0488,2024-01-03,1046.68,3333444455,DRTF,0,1,1046.68,31,84241.16,1,"51.5074,-0.1278",,56,DEV202,Branch,10
TRX0489,2024-01-20,408.52,7777888899,UPI,0,2,9644.71,32,55388.92,0,"51.5074,-0.1278",,38,DEV101,Branch,10
TRX0490,2024-02-25,459.68,7777888899,IMPS,0,1,459.68,31,50731.64,1,"34.0522,-118.2437",,55,DEV101,Branch,10
TRX0491,2024-01-09,8846.98,1234567890,RTGS,1,4,11583.93,34,75950.60,1,"19.0760,72.8777",,53,DEV123,Online,84
TRX0492,2024-01-14,294.79,3333444455,IMPS,0,1,294.79,32,84535.95,1,"34.0522,-118.2437",,37,DEV202,Branch,10
TRX0493,2024-02-27,1888.64,3333444455,CRTF,0,1,1888.64,28,54581.35,0,"40.7128,-74.0060",,34,DEV202,Branch,11
TRX0494,2024-02-02,235.41,7777888899,UPI,0,1,235.41,32,50967.05,1,"40.7128,-74.0060",,39,DEV101,ATM,12
TRX0495,2024-01-13,8677.96,9876543210,SWIFT,1,1,8677.96,25,30595.93,1,"40.7128,-74.0060",,59,DEV456,Branch,80
TRX0496,2024-03-01,9192.50,1234567890,SWIFT,1,2,9416.67,23,49358.28,0,"19.0760,72.8777",,32,DEV123,Mobile,98
TRX0497,2024-03-03,1855.88,8888999900,SWIFT,0,3,11768.39,38,40898.31,1,"51.5074,-0.1278",,41,DEV303,Online,10
TRX0498,2024-01-30,341.51,7777888899,CRTF,0,1,341.51,33,55730.43,1,"34.0522,-118.2437",,64,DEV101,Mobile,10
TRX0499,2024-02-14,1058.19,5555666677,CUTF,0,1,1058.19,27,63154.47,0,"35.6762,139.6503",,53,DEV789,Online,10
TRX0500,2024-03-16,1117.01,8888999900,CUTF,0,3,4086.59,39,42015.32,0,"40.7128,-74.0060",,57,DEV303,Branch,12
TRX0501,2024-03-12,679.23,7777888899,DUTF,0,2,2163.53,25,44693.80,0,"51.5074,-0.1278",,37,DEV101,ATM,10
TRX0502,2024-02-08,351.35,7777888899,IMPS,0,3,7914.04,33,51318.40,0,"19.0760,72.8777",,34,DEV101,Branch,10
TRX0503,2024-03-14,1353.95,8888999900,NEFT,0,3,2105.97,40,43369.27,1,"40.7128,-74.0060",,56,DEV303,Mobile,15
TRX0504,2024-01-23,1827.41,8888999900,DRTF,0,1,1827.41,27,42407.01,1,"51.5074,-0.1278",,34,DEV303,Mobile,18
TRX0505,2024-02-18,483.83,1234567890,DRTF,0,1,483.83,20,22159.25,1,"51.5074,-0.1278",,26,DEV123,Mobile,10
TRX0506,2024-02-23,1084.94,3333444455,CUTF,0,2,1278.23,29,55666.29,1,"34.0522,-118.2437",,61,DEV202,Online,10
TRX0507,2024-02-08,7807.77,5555666677,SWIFT,1,1,7807.77,28,70962.24,1,"34.0522,-118.2437",,54,DEV789,ATM,83
TRX0508,2024-01-18,453.04,7777888899,NEFT,0,2,8716.53,34,56183.47,0,"34.0522,-118.2437",,64,DEV101,Online,10
TRX0509,2024-01-21,102.15,8888999900,DUTF,0,3,747.95,28,42509.16,0,"51.5074,-0.1278",,55,DEV303,Mobile,10
TRX0510,2024-03-25,1160.97,7777888899,DUTF,0,1,1160.97,26,45854.77,0,"19.0760,72.8777",,54,DEV101,Online,15
TRX0511,2024-03-01,1141.55,3333444455,CUTF,0,1,1141.55,28,75442.70,0,"35.6762,139.6503",,37,DEV202,ATM,21
TRX0512,2024-03-25,6946.48,5555666677,RTGS,0,1,6946.48,31,45211.08,1,"35.6762,139.6503",,64,DEV789,Mobile,66
TRX0513,2024-01-05,45.91,3333444455,IMPS,0,2,1878.55,33,84581.86,1,"51.5074,-0.1278",,50,DEV202,ATM,10
TRX0514,2024-02-18,1170.70,1234567890,DUTF,0,2,1654.53,21,23329.95,0,"40.7128,-74.0060",,45,DEV123,Online,12
TRX0515,2024-03-17,1139.98,1234567890,CRTF,0,2,2720.55,24,50498.26,1,"19.0760,72.8777",,36,DEV123,ATM,10
TRX0516,2024-02-12,112.09,1234567890,DRTF,0,1,112.09,22,23442.04,0,"40.7128,-74.0060",,36,DEV123,Mobile,10
TRX0517,2024-01-15,2852.89,8888999900,SWIFT,0,1,2852.89,29,45362.05,0,"51.5074,-0.1278",,38,DEV303,Online,32
TRX0518,2024-02-27,351.66,9876543210,ACH,0,3,6062.61,32,58257.66,1,"40.7128,-74.0060",,39,DEV456,Branch,10
TRX0519,2024-01-17,1925.20,1234567890,CUTF,0,1,1925.20,35,77875.80,1,"40.7128,-74.0060",,59,DEV123,Mobile,19
TRX0520,2024-02-18,1050.86,5555666677,CUTF,0,2,1261.05,29,72013.10,1,"19.0760,72.8777",,64,DEV789,Online,17
TRX0521,2024-02-05,372.09,1234567890,UPI,0,2,2151.61,23,23814.13,1,"34.0522,-118.2437",,34,DEV123,Branch,10
TRX0522,2024-03-29,328.94,7777888899,IMPS,0,1,328.94,27,46183.71,0,"34.0522,-118.2437",,62,DEV101,Branch,10
TRX0523,2024-02-12,9349.84,8888999900,RTGS,1,2,9756.70,22,54963.58,1,"35.6762,139.6503",,58,DEV303,Branch,100
TRX0524,2024-02-02,295.86,9876543210,IMPS,0,1,295.86,33,58553.52,1,"35.6762,139.6503",,42,DEV456,Online,10
TRX0525,2024-02-11,1316.22,9876543210,NEFT,0,3,4875.37,34,59869.74,0,"40.7128,-74.0060",,29,DEV456,ATM,13
TRX0526,2024-03-26,50.40,3333444455,IMPS,0,2,7717.67,29,75493.10,1,"19.0760,72.8777",,38,DEV202,Mobile,10
TRX0527,2024-01-22,720.77,5555666677,CUTF,0,2,1170.11,25,35034.07,1,"40.7128,-74.0060",,50,DEV789,Mobile,10
TRX0528,2024-03-28,1831.59,1234567890,ACH,0,1,1831.59,25,52329.85,1,"19.0760,72.8777",,25,DEV123,Branch,15
TRX0529,2024-02-02,732.86,3333444455,NEFT,0,3,2517.27,30,56399.15,1,"19.0760,72.8777",,59,DEV202,Branch,10
TRX0530,2024-02-20,136.11,9876543210,IMPS,0,1,136.11,35,60005.85,0,"51.5074,-0.1278",,60,DEV456,ATM,10
TRX0531,2024-03-05,1198.27,3333444455,DUTF,0,3,3142.90,30,76691.37,0,"35.6762,139.6503",,27,DEV202,ATM,10
TRX0532,2024-02-08,7086.38,7777888899,SWIFT,0,4,15000.42,34,58404.78,0,"40.7128,-74.0060",,52,DEV101,Online,68
TRX0533,2024-03-22,246.06,1234567890,CUTF,0,1,246.06,26,52575.91,0,"35.6762,139.6503",,63,DEV123,ATM,10
TRX0534,2024-02-29,602.71,8888999900,NEFT,0,3,2693.47,23,55566.29,0,"51.5074,-0.1278",,52,DEV303,ATM,10
TRX0535,2024-01-20,385.45,5555666677,IMPS,0,1,385.45,26,35419.52,1,"19.0760,72.8777",,52,DEV789,Online,10
TRX0536,2024-02-01,368.07,5555666677,ACH,0,1,368.07,30,72381.17,0,"35.6762,139.6503",,58,DEV789,Mobile,10
TRX0537,2024-03-03,233.65,8888999900,CRTF,0,4,12002.04,41,43602.92,1,"51.5074,-0.1278",,48,DEV303,ATM,10
TRX0538,2024-02-10,1102.98,7777888899,NEFT,0,3,1619.41,35,59507.76,1,"19.0760,72.8777",,49,DEV101,Branch,12
TRX0539,2024-01-21,1398.76,9876543210,CUTF,0,1,1398.76,26,31994.69,1,"40.7128,-74.0060",,26,DEV456,Mobile,19
TRX0540,2024-01-25,43.10,5555666677,IMPS,0,1,43.10,27,35462.62,0,"51.5074,-0.1278",,50,DEV789,ATM,10
TRX0541,2024-02-25,1559.24,8888999900,DUTF,0,1,1559.24,24,57125.53,0,"51.5074,-0.1278",,63,DEV303,Mobile,18
TRX0542,2024-03-06,1252.33,3333444455,CRTF,0,3,4340.84,31,77943.70,0,"34.0522,-118.2437",,38,DEV202,Online,15
TRX0543,2024-01-24,3690.38,7777888899,SWIFT,0,1,3690.38,35,59873.85,1,"34.0522,-118.2437",,61,DEV101,Branch,45
TRX0544,2024-02-25,136.81,5555666677,IMPS,0,1,136.81,31,72517.98,1,"35.6762,139.6503",,43,DEV789,Mobile,10
TRX0545,2024-03-22,8102.40,7777888899,RTGS,1,2,9445.75,28,54286.11,0,"34.0522,-118.2437",,37,DEV101,Mobile,79
TRX0546,2024-01-25,1488.67,9876543210,DRTF,0,2,2480.25,27,33483.36,0,"51.5074,-0.1278",,45,DEV456,Online,10
TRX0547,2024-02-07,2714.70,3333444455,RTGS,0,2,9225.71,31,59113.85,1,"40.7128,-74.0060",,46,DEV202,Branch,22
TRX0548,2024-02-15,4235.19,7777888899,RTGS,0,2,5665.74,36,63742.95,0,"34.0522,-118.2437",,61,DEV101,Mobile,38
TRX0549,2024-01-30,1439.78,3333444455,ACH,0,1,1439.78,34,86021.64,0,"35.6762,139.6503",,48,DEV202,Mobile,23
TRX0550,2024-02-08,679.23,9876543210,DUTF,0,1,679.23,36,60685.08,1,"51.5074,-0.1278",,52,DEV456,ATM,10
TRX0551,2024-03-01,1168.97,5555666677,ACH,0,2,1581.91,32,46380.05,1,"34.0522,-118.2437",,55,DEV789,ATM,21
TRX0552,2024-02-18,5204.75,1234567890,RTGS,0,3,6859.28,24,29018.88,1,"19.0760,72.8777",,39,DEV123,Mobile,46
TRX0553,2024-02-17,454.90,5555666677,IMPS,0,2,638.65,32,72972.88,1,"40.7128,-74.0060",,43,DEV789,Online,10
TRX0554,2024-01-20,1712.22,5555666677,ACH,0,2,2097.67,28,37174.84,1,"40.7128,-74.0060",,46,DEV789,ATM,13
TRX0555,2024-01-08,878.98,7777888899,DRTF,0,1,878.98,36,60752.83,1,"34.0522,-118.2437",,59,DEV101,Online,17
TRX0556,2024-03-16,481.11,5555666677,DUTF,0,1,481.11,33,46861.16,1,"19.0760,72.8777",,42,DEV789,Mobile,10
TRX0557,2024-03-25,799.08,9876543210,CRTF,0,2,865.61,26,25303.38,1,"40.7128,-74.0060",,52,DEV456,Mobile,10
TRX0558,2024-03-30,282.86,1234567890,UPI,0,2,1769.14,27,52858.77,1,"34.0522,-118.2437",,42,DEV123,Online,10
TRX0559,2024-03-09,1952.62,3333444455,CUTF,0,1,1952.62,32,79896.32,1,"34.0522,-118.2437",,32,DEV202,Online,25
TRX0560,2024-03-27,313.18,8888999900,UPI,0,3,3454.94,42,43916.10,0,"51.5074,-0.1278",,55,DEV303,Online,10
TRX0561,2024-02-11,1576.80,9876543210,ACH,0,4,6452.17,37,62261.88,1,"35.6762,139.6503",,60,DEV456,ATM,20
TRX0562,2024-02-13,543.86,7777888899,DUTF,0,1,543.86,37,64286.81,0,"35.6762,139.6503",,55,DEV101,Branch,10
TRX0563,2024-01-01,5676.50,9876543210,RTGS,0,2,5796.67,28,39159.86,0,"40.7128,-74.0060",,47,DEV456,Branch,59
TRX0564,2024-01-06,1792.81,1234567890,ACH,0,2,2600.76,36,79668.61,0,"51.5074,-0.1278",,33,DEV123,ATM,10
TRX0565,2024-03-10,46.40,5555666677,UPI,0,1,46.40,34,46907.56,0,"35.6762,139.6503",,40,DEV789,ATM,10
TRX0566,2024-01-31,141.56,1234567890,CRTF,0,2,260.16,37,79810.17,0,"34.0522,-118.2437",,27,DEV123,Branch,10
TRX0567,2024-03-29,8253.94,1234567890,SWIFT,1,1,8253.94,28,61112.71,1,"51.5074,-0.1278",,51,DEV123,Online,77
TRX0568,2024-03-21,1252.37,5555666677,CUTF,0,1,1252.37,35,48159.93,1,"34.0522,-118.2437",,39,DEV789,ATM,10
TRX0569,2024-03-28,1970.54,1234567890,CRTF,0,2,3802.13,29,63083.25,1,"40.7128,-74.0060",,45,DEV123,Branch,28
TRX0570,2024-03-12,475.03,3333444455,DUTF,0,1,475.03,33,80371.35,0,"19.0760,72.8777",,30,DEV202,Online,10
TRX0571,2024-01-21,755.55,7777888899,DRTF,0,1,755.55,37,61508.38,0,"19.0760,72.8777",,34,DEV101,Branch,10
TRX0572,2024-01-29,6929.12,9876543210,SWIFT,1,1,6929.12,29,46088.98,1,"51.5074,-0.1278",,59,DEV456,Online,77
TRX0573,2024-01-22,8282.58,5555666677,RTGS,1,3,9452.69,29,45457.42,0,"34.0522,-118.2437",,42,DEV789,Mobile,87
TRX0574,2024-02-22,1227.54,8888999900,ACH,0,2,3034.12,25,58353.07,0,"34.0522,-118.2437",,41,DEV303,Mobile,19
TRX0575,2024-03-29,1522.44,3333444455,DUTF,0,2,1943.61,34,81893.79,0,"34.0522,-118.2437",,53,DEV202,ATM,14
TRX0576,2024-01-10,260.15,8888999900,CUTF,0,1,260.15,30,45622.20,1,"19.0760,72.8777",,39,DEV303,ATM,10
TRX0577,2024-03-14,421.32,5555666677,IMPS,0,2,1067.87,36,48581.25,0,"34.0522,-118.2437",,52,DEV789,Online,11
TRX0578,2024-01-29,563.47,5555666677,ACH,0,2,1565.98,30,46020.89,1,"19.0760,72.8777",,57,DEV789,Online,10
TRX0579,2024-01-19,71.59,8888999900,ACH,0,1,71.59,31,45693.79,1,"51.5074,-0.1278",,52,DEV303,ATM,10
TRX0580,2024-02-15,143.04,5555666677,IMPS,0,3,9306.00,33,73115.92,1,"35.6762,139.6503",,60,DEV789,Branch,10
TRX0581,2024-01-07,2146.90,7777888899,SWIFT,0,3,4230.09,38,63655.28,0,"35.6762,139.6503",,41,DEV101,Mobile,13
TRX0582,2024-02-24,1039.12,5555666677,NEFT,0,1,1039.12,34,74155.04,1,"35.6762,139.6503",,60,DEV789,Mobile,11
TRX0583,2024-01-06,176.62,9876543210,UPI,0,1,176.62,30,46265.60,1,"40.7128,-74.0060",,61,DEV456,Mobile,10
TRX0584,2024-02-14,246.81,7777888899,DUTF,0,4,1723.91,38,64533.62,0,"35.6762,139.6503",,39,DEV101,Online,10
TRX0585,2024-03-30,712.95,1234567890,ACH,0,3,2482.09,30,63796.20,0,"51.5074,-0.1278",,62,DEV123,ATM,10
TRX0586,2024-02-10,1747.70,7777888899,CUTF,0,4,3367.11,39,66281.32,0,"51.5074,-0.1278",,25,DEV101,ATM,24
TRX0587,2024-01-23,279.10,5555666677,DUTF,0,1,279.10,31,46299.99,0,"19.0760,72.8777",,50,DEV789,ATM,10
